6,0,8,10,5,1,8,10,8,1,4,10,8,1,5,10,16
8,1,5,10,7,0,6,10,9,3,2,9,9,2,2,9,16
8,1,4,10,9,1,4,10,9,3,2,9,9,2,3,9,16
8,1,4,10,8,1,5,10,9,3,2,9,9,2,2,9,16
9,3,2,9,8,1,5,10,9,3,2,9,9,2,2,9,16
6,0,7,10,6,0,7,10,8,0,5,10,9,1,4,10,16
8,1,4,10,8,0,5,10,9,3,2,9,9,2,2,9,16
9,3,2,9,9,3,2,9,10,8,0,5,10,9,2,2,21
9,1,4,10,7,0,6,10,10,6,0,8,10,7,0,7,21
10,7,0,6,9,1,4,10,10,8,0,5,10,8,0,5,21
9,3,2,9,8,1,5,10,10,7,0,6,10,6,0,7,21
10,4,1,8,9,1,4,10,10,8,0,6,10,8,1,5,21
10,9,1,4,9,1,4,10,10,9,2,3,10,8,0,5,21
5,0,8,10,6,0,7,10,10,4,1,9,10,5,0,8,21
10,8,0,5,8,1,5,10,10,8,1,4,10,6,0,7,21
10,5,0,8,6,0,7,10,10,8,0,6,10,6,0,7,21
10,8,0,6,10,5,0,8,10,8,1,5,10,9,2,2,21
10,4,1,8,9,2,2,9,10,6,0,8,10,7,0,6,21
10,4,1,9,7,0,6,10,10,6,0,7,10,7,0,7,21
10,6,0,8,9,1,4,10,10,7,0,7,10,8,0,5,21
8,1,4,10,6,0,7,10,10,6,0,8,10,7,0,6,21
9,1,4,10,8,0,5,10,10,6,0,8,10,9,2,3,21
10,4,1,9,9,2,2,9,10,6,0,7,10,9,1,4,21
10,4,1,8,9,1,4,10,10,7,0,7,10,6,0,7,21
10,9,2,3,10,7,0,7,10,9,2,3,10,8,1,5,21
10,9,2,3,7,0,7,10,10,9,2,2,10,9,1,4,21
9,2,3,9,4,1,9,10,10,6,0,8,10,4,1,9,21
10,6,0,7,9,2,2,9,10,7,0,6,10,9,1,4,21
8,1,5,10,8,0,5,10,10,5,0,8,10,7,0,6,21
10,9,2,3,8,0,5,10,10,9,2,3,10,7,0,6,21
9,3,2,9,7,0,6,10,10,5,0,8,10,6,0,7,21
10,5,0,8,9,3,2,9,10,7,0,6,10,8,0,5,21
10,8,0,6,9,2,2,9,10,8,0,5,10,6,0,7,21
9,3,2,9,8,0,5,10,10,5,0,8,10,6,0,7,21
9,2,2,9,9,1,4,10,10,5,0,8,10,6,0,7,21
10,4,1,9,8,0,5,10,10,7,0,6,10,8,0,5,21
10,8,0,6,9,1,4,10,10,8,0,6,10,5,1,8,21
10,8,1,5,8,0,5,10,10,8,1,5,10,7,0,7,21
10,9,2,2,10,7,0,7,10,9,1,4,10,7,0,6,21
10,4,1,9,8,0,5,10,10,7,0,6,10,8,1,5,21
9,3,2,9,8,0,5,10,10,6,0,8,10,4,1,9,21
9,2,2,9,7,0,7,10,10,7,0,6,9,3,2,9,21
10,9,2,3,9,1,4,10,10,8,1,5,10,9,1,4,21
9,3,2,9,10,4,1,9,10,7,0,6,10,9,2,3,21
10,4,1,9,9,2,3,9,10,7,0,7,10,6,0,7,21
9,2,3,9,9,1,4,10,10,5,0,8,10,6,0,7,21
10,6,0,7,9,2,3,9,10,7,0,7,10,8,0,5,21
10,5,0,8,9,2,3,9,10,7,0,6,10,9,2,3,21
10,6,0,7,9,2,3,9,10,6,0,8,10,9,1,4,21
9,1,4,10,7,0,6,10,10,6,0,8,10,7,0,7,21
10,6,0,8,9,2,2,9,10,8,0,5,10,9,1,4,21
10,5,0,8,9,3,2,9,10,7,0,6,10,9,2,2,21
10,5,0,8,9,1,4,10,10,6,0,7,10,9,1,4,21
9,3,2,9,6,0,7,10,10,6,0,8,10,7,0,7,21
10,4,1,8,9,1,4,10,10,6,0,7,10,7,0,6,21
9,3,2,9,10,4,1,9,10,7,0,7,10,9,1,4,21
9,2,3,9,9,1,4,10,10,6,0,8,10,6,0,7,21
